fecha_venta,año,mes,trimestre,dia_semana,dia_mes,categoria_principal,subcategoria,precio_unitario,cantidad,descuento_porcentaje,precio_con_descuento,ventas_brutas,costo_producto,ganancia_neta,margen_ganancia,region,ciudad,canal_venta,segmento_cliente,metodo_pago,cliente_nuevo,edad_cliente,satisfaccion_cliente,tiempo_entrega_dias,rating_producto,numero_reviews,visitas_web_previas,productos_en_carrito,tiempo_sesion_minutos,clicks_anuncios,veces_visitado_producto,transaction_id
2022-09-27,2022,9,3,2,27,Automóviles,Herramientas,662.28,8,24.28,501.45,4011.59,3443.84,567.74,14.15,Este,Ciudad de México,Tienda Física,Estudiante,Efectivo,True,48.0,2.6,3.9,2.5,8,14,5,26.2,1,2,TXN006727
2020-02-07,2020,2,1,5,7,Ropa y Accesorios,Calzado,170.27,4,29.23,120.5,482.02,272.43,209.58,43.48,Oeste,Torreón,Tienda Física,Regular,Tarjeta Débito,False,80.0,4.9,11.8,4.0,6,20,6,9.1,2,5,TXN006728
2023-02-15,2023,2,1,3,15,Electrónicos,Laptops,1604.56,8,15.18,1360.99,10887.95,8985.53,1902.42,17.47,Sur,Monterrey,Telefónico,VIP,Transferencia,True,18.0,4.5,11.0,4.3,8,16,4,26.9,4,4,TXN006729
2021-04-05,2021,4,2,1,5,Salud y Belleza,Cuidado Personal,418.59,5,33.12,279.97,1399.86,627.89,771.97,55.15,Oeste,Tijuana,Telefónico,Premium,Transferencia,False,18.0,4.4,2.5,4.1,8,15,4,15.1,1,3,TXN006730
2023-09-06,2023,9,3,3,6,Ropa y Accesorios,Joyería,1304.71,3,23.24,1001.44,3004.31,1565.65,1438.67,47.89,Norte,Ciudad de México,Tienda Física,Estudiante,Transferencia,False,51.0,4.2,2.8,5.0,6,14,2,6.2,3,3,TXN006731
2023-03-25,2023,3,1,6,25,Electrónicos,Gaming,291.76,3,12.31,255.86,767.57,612.7,154.87,20.18,Sur,Tijuana,Catálogo,VIP,PayPal,False,32.0,4.6,3.1,4.0,6,18,4,10.4,5,6,TXN006732
2023-05-15,2023,5,2,1,15,Salud y Belleza,Cuidado Personal,241.33,6,5.23,228.71,1372.23,434.4,937.83,68.34,Sur,Ciudad de México,Catálogo,Regular,Efectivo,False,18.0,4.3,7.4,4.1,6,12,5,5.8,3,3,TXN006733
2020-08-17,2020,8,3,1,17,Hogar y Jardín,Muebles,119.1,4,44.8,65.74,262.95,285.84,-22.88,-8.7,Noreste,Ciudad de México,Catálogo,Estudiante,Transferencia,True,51.0,3.6,,,10,14,6,70.8,3,2,TXN006734
2023-11-14,2023,11,4,2,14,Hogar y Jardín,Decoración,193.2,3,9.79,174.28,522.85,347.76,175.09,33.49,Centro,Torreón,Catálogo,Premium,Efectivo,False,58.0,3.6,0.2,4.7,8,14,4,19.0,2,5,TXN006735
2020-01-26,2020,1,1,7,26,Electrónicos,Gaming,1431.44,3,73.38,381.08,1143.24,3006.02,-1862.78,-162.94,Norte,Juárez,Online,Regular,Transferencia,True,46.0,4.3,2.6,4.2,5,21,2,20.6,3,7,TXN006736
2021-07-01,2021,7,3,4,1,Hogar y Jardín,Cocina,258.44,3,37.66,161.1,483.3,465.19,18.12,3.75,Sureste,Torreón,Online,Premium,Tarjeta Crédito,False,18.0,5.0,,4.3,9,20,5,6.4,0,6,TXN006737
2020-12-13,2020,12,4,7,13,Automóviles,Accesorios,2042.93,6,36.98,1287.53,7725.15,7967.42,-242.27,-3.14,Este,Torreón,Marketplace,Nuevo,PayPal,False,64.0,4.7,3.5,4.2,8,20,2,54.2,3,5,TXN006738
2023-11-07,2023,11,4,2,7,Ropa y Accesorios,Calzado,957.78,5,36.31,609.96,3049.82,1915.55,1134.27,37.19,Noroeste,Torreón,Telefónico,Regular,Tarjeta Débito,False,18.0,3.4,11.0,5.1,10,12,4,10.3,2,8,TXN006739
2021-08-01,2021,8,3,7,1,Deportes,Basketball,93.22,4,25.33,69.61,278.43,186.44,91.99,33.04,Noroeste,Querétaro,Online,Premium,Tarjeta Débito,True,128.0,4.9,8.2,3.7,5,13,4,10.3,5,5,TXN006740
2022-12-16,2022,12,4,5,16,Libros y Medios,Ficción,502.35,6,29.8,352.67,2116.01,1808.46,307.55,14.53,Centro,Ciudad de México,Online,VIP,Transferencia,False,38.0,4.9,1.2,4.2,7,13,5,2.5,3,2,TXN006741
2021-11-16,2021,11,4,2,16,Electrónicos,Auriculares,1475.41,3,64.95,517.19,1551.56,3098.35,-1546.8,-99.69,Oeste,Guadalajara,Telefónico,Premium,Transferencia,False,18.0,5.0,5.3,4.3,9,19,2,8.0,1,2,TXN006742
2023-01-30,2023,1,1,1,30,Libros y Medios,eBooks,197.47,3,6.49,184.66,553.99,355.45,198.53,35.84,Sur,Tijuana,Marketplace,Estudiante,Tarjeta Débito,False,105.0,4.9,3.6,3.1,11,11,3,33.5,3,10,TXN006743
2021-06-19,2021,6,2,6,19,Deportes,Natación,829.12,5,24.9,622.63,3113.16,2072.8,1040.37,33.42,Noreste,Querétaro,Tienda Física,Premium,Efectivo,False,74.0,3.3,1.9,3.2,7,16,3,30.3,1,4,TXN006744
2023-11-14,2023,11,4,2,14,Salud y Belleza,Perfumes,340.71,11,13.09,296.13,3257.41,1124.35,2133.06,65.48,Norte,Monterrey,Online,Nuevo,Efectivo,False,18.0,3.1,1.6,4.0,16,16,2,23.1,0,4,TXN006745
2022-03-04,2022,3,1,5,4,Deportes,Fútbol,298.13,4,42.36,171.85,687.41,596.26,91.15,13.26,Oeste,Monterrey,Catálogo,Nuevo,Tarjeta Débito,False,32.0,3.6,4.7,3.9,7,8,7,84.1,3,5,TXN006746
2023-12-27,2023,12,4,3,27,Juguetes,Construcción,102.3,4,13.62,88.37,353.5,184.15,169.35,47.91,Sureste,Monterrey,Catálogo,Regular,PayPal,False,82.0,3.7,6.8,3.8,7,12,2,38.2,3,7,TXN006747
2022-04-03,2022,4,2,7,3,Ropa y Accesorios,Niños,726.35,3,43.63,409.48,1228.43,871.62,356.8,29.05,Norte,Guadalajara,Online,VIP,Tarjeta Débito,False,18.0,4.6,1.7,4.6,5,12,7,21.3,4,3,TXN006748
2023-11-27,2023,11,4,1,27,Libros y Medios,Música,530.69,4,7.93,488.59,1954.35,1273.65,680.7,34.83,Sur,Ciudad de México,Tienda Física,Nuevo,Efectivo,True,21.0,3.7,1.6,4.4,6,20,4,1.5,3,4,TXN006749
2021-01-20,2021,1,1,3,20,Electrónicos,Smartphones,1838.08,5,51.72,887.4,4437.01,6433.27,-1996.26,-44.99,Este,Juárez,Telefónico,Nuevo,Tarjeta Débito,True,50.0,,14.4,5.2,8,12,3,62.8,0,6,TXN006750
2023-04-22,2023,4,2,6,22,Electrónicos,Gaming,462.08,3,39.68,278.74,836.21,970.36,-134.15,-16.04,Norte,Guadalajara,Tienda Física,Nuevo,Transferencia,False,39.0,4.4,1.6,4.7,8,20,2,1.0,2,1,TXN006751
2023-09-06,2023,9,3,3,6,Libros y Medios,No Ficción,592.43,2,2.18,579.51,1159.03,710.92,448.11,38.66,Norte,Monterrey,Online,Regular,PayPal,False,87.0,2.5,1.1,4.0,3,8,2,21.6,1,4,TXN006752
2023-05-22,2023,5,2,1,22,Deportes,Fitness,94.78,6,23.94,72.08,432.51,284.33,148.17,34.26,Oeste,Monterrey,Catálogo,Nuevo,Transferencia,False,21.0,4.3,5.0,5.0,11,19,2,119.4,1,4,TXN006753
2023-10-28,2023,10,4,6,28,Libros y Medios,eBooks,452.37,3,23.65,345.36,1036.08,814.26,221.82,21.41,Sur,León,Marketplace,VIP,Tarjeta Crédito,True,24.0,5.0,7.5,4.7,7,14,3,24.8,2,6,TXN006754
2021-03-13,2021,3,1,6,13,Electrónicos,Laptops,460.28,4,55.37,205.4,821.61,1288.77,-467.17,-56.86,Este,Monterrey,Tienda Física,Estudiante,PayPal,False,33.0,2.8,2.8,3.8,8,16,3,4.7,3,3,TXN006755
2023-05-16,2023,5,2,2,16,Hogar y Jardín,Cocina,722.81,2,21.92,564.33,1128.67,867.37,261.3,23.15,Noreste,Guadalajara,Marketplace,VIP,Efectivo,True,27.0,3.7,10.5,3.7,8,9,6,8.4,3,6,TXN006756
2020-10-10,2020,10,4,6,10,Juguetes,Acción,122.16,4,24.77,91.9,367.59,219.89,147.7,40.18,Norte,Ciudad de México,Tienda Física,Estudiante,Tarjeta Débito,True,27.0,3.1,3.6,3.5,8,26,6,8.1,1,4,TXN006757
2020-12-02,2020,12,4,3,2,Libros y Medios,No Ficción,79.82,4,22.32,62.01,248.04,191.57,56.46,22.76,Oeste,San Luis Potosí,Catálogo,Nuevo,Efectivo,False,49.0,2.9,7.0,4.4,6,14,3,50.9,3,3,TXN006758
2021-07-12,2021,7,3,1,12,Hogar y Jardín,Cocina,1481.4,6,19.17,1197.36,7184.15,5333.03,1851.12,25.77,Este,Monterrey,Marketplace,Premium,PayPal,False,26.0,4.5,6.1,4.5,9,16,5,50.3,3,1,TXN006759
2023-05-31,2023,5,2,3,31,Libros y Medios,Música,506.06,3,13.77,436.39,1309.17,910.91,398.26,30.42,Sur,Querétaro,Catálogo,Premium,Tarjeta Débito,False,51.0,,4.4,4.0,10,14,5,18.3,2,3,TXN006760
2022-04-13,2022,4,2,3,13,Salud y Belleza,Maquillaje,456.36,6,8.26,418.68,2512.08,821.45,1690.63,67.3,Sureste,Tijuana,Catálogo,Nuevo,Transferencia,False,18.0,4.0,6.8,4.6,8,10,1,8.0,2,4,TXN006761
2020-10-11,2020,10,4,7,11,Libros y Medios,Música,10.77,2,23.46,8.24,16.49,12.92,3.56,21.61,Centro,Juárez,Tienda Física,VIP,Tarjeta Crédito,False,44.0,3.6,3.5,3.9,8,16,4,16.4,3,5,TXN006762
2021-06-06,2021,6,2,7,6,Salud y Belleza,Cuidado Personal,410.3,2,22.65,317.36,634.72,246.18,388.54,61.21,Norte,Tijuana,Tienda Física,Regular,Tarjeta Crédito,False,39.0,3.7,0.6,3.6,12,16,4,7.2,4,6,TXN006763
2020-11-06,2020,11,4,5,6,Deportes,Basketball,486.57,4,49.53,245.59,982.36,973.14,9.22,0.94,Oeste,Puebla,Catálogo,Premium,Tarjeta Débito,True,76.0,4.0,11.7,3.8,5,16,6,10.9,1,5,TXN006764
2022-02-06,2022,2,1,7,6,Automóviles,Herramientas,1582.12,7,22.97,1218.63,8530.44,7198.65,1331.78,15.61,Norte,Tijuana,Telefónico,Estudiante,Transferencia,True,23.0,2.6,4.1,4.1,7,9,1,53.5,3,5,TXN006765
2021-02-16,2021,2,1,2,16,Salud y Belleza,Cuidado Personal,47.46,3,29.18,33.61,100.84,42.72,58.12,57.64,Sur,Puebla,Marketplace,Nuevo,Transferencia,False,41.0,3.7,6.9,5.4,8,14,5,40.7,1,3,TXN006766
2020-08-19,2020,8,3,3,19,Salud y Belleza,Suplementos,349.7,3,35.8,224.5,673.51,314.73,358.78,53.27,Este,Juárez,Marketplace,VIP,PayPal,False,18.0,4.4,2.0,4.0,5,20,3,19.9,4,4,TXN006767
2022-10-16,2022,10,4,7,16,Salud y Belleza,Perfumes,806.95,3,11.72,712.36,2137.08,726.26,1410.82,66.02,Este,Tijuana,Tienda Física,Premium,PayPal,True,18.0,3.1,9.3,5.2,11,17,10,8.8,1,1,TXN006768
2022-09-05,2022,9,3,1,5,Salud y Belleza,Skincare,141.61,6,21.82,110.71,664.27,254.9,409.37,61.63,Sureste,Monterrey,Tienda Física,Nuevo,Tarjeta Crédito,False,98.0,4.9,4.5,4.4,8,19,7,16.3,2,4,TXN006769
2020-04-23,2020,4,2,4,23,Ropa y Accesorios,Calzado,669.78,6,23.98,509.19,3055.14,1607.48,1447.67,47.38,Sureste,Querétaro,Online,Premium,Tarjeta Débito,True,86.0,4.9,9.0,3.9,9,10,8,52.3,3,3,TXN006770
2022-09-11,2022,9,3,7,11,Juguetes,Muñecas,360.37,4,17.22,298.32,1193.3,648.66,544.64,45.64,Noroeste,Torreón,Telefónico,Premium,Efectivo,True,48.0,4.1,8.1,5.0,10,10,3,11.1,1,5,TXN006771
2022-04-08,2022,4,2,5,8,Deportes,Fitness,430.64,5,14.86,366.66,1833.28,1076.6,756.67,41.27,Noroeste,Puebla,Telefónico,Regular,PayPal,False,18.0,2.7,15.9,4.4,9,18,4,2.5,1,3,TXN006772
2023-06-21,2023,6,2,3,21,Automóviles,Audio,645.36,4,6.92,600.69,2402.75,1677.92,724.82,30.17,Centro,Guadalajara,Tienda Física,Nuevo,PayPal,False,84.0,3.3,5.2,3.9,9,13,2,57.6,5,3,TXN006773
2022-12-08,2022,12,4,4,8,Libros y Medios,Textbooks,189.83,4,5.55,179.3,717.18,455.58,261.6,36.48,Sur,Juárez,Online,Regular,PayPal,True,23.0,4.6,8.2,3.8,5,14,4,6.5,3,5,TXN006774
2023-04-24,2023,4,2,1,24,Hogar y Jardín,Muebles,802.24,3,16.01,673.83,2021.49,1444.04,577.45,28.57,Oeste,Guadalajara,Telefónico,VIP,PayPal,False,47.0,3.7,2.6,4.6,8,6,4,11.5,2,2,TXN006775
2022-05-23,2022,5,2,1,23,Juguetes,Construcción,319.8,8,29.47,225.56,1804.46,1151.28,653.19,36.2,Sur,Monterrey,Tienda Física,Premium,Tarjeta Crédito,False,18.0,3.7,3.3,4.7,7,10,2,51.0,2,5,TXN006776
2023-08-27,2023,8,3,7,27,Salud y Belleza,Cuidado Personal,233.25,4,15.91,196.14,784.56,279.9,504.66,64.32,Noroeste,León,Tienda Física,Regular,Efectivo,False,30.0,3.9,0.6,4.0,7,15,2,34.0,1,4,TXN006777
2020-03-14,2020,3,1,6,14,Juguetes,Construcción,716.16,5,28.69,510.67,2553.33,1611.36,941.98,36.89,Sur,Tijuana,Telefónico,Estudiante,Tarjeta Débito,False,18.0,3.8,10.0,3.7,5,17,5,2.5,1,3,TXN006778
2023-01-27,2023,1,1,5,27,Electrónicos,Cámaras,912.8,6,36.53,579.36,3476.19,3833.78,-357.59,-10.29,Norte,Juárez,Telefónico,VIP,Tarjeta Débito,False,18.0,3.4,11.4,4.6,8,9,5,25.5,5,4,TXN006779
2022-07-29,2022,7,3,5,29,Hogar y Jardín,Cocina,435.0,6,1.92,426.66,2559.94,1566.01,993.92,38.83,Norte,San Luis Potosí,Catálogo,Estudiante,Tarjeta Débito,True,18.0,4.2,4.9,4.3,9,15,6,11.9,2,6,TXN006780
2023-08-30,2023,8,3,3,30,Juguetes,Educativos,220.24,2,16.36,184.2,368.41,198.22,170.19,46.2,Este,Guadalajara,Catálogo,Estudiante,Efectivo,False,27.0,3.2,6.1,5.1,10,14,3,1.3,2,4,TXN006781
2020-03-29,2020,3,1,7,29,Ropa y Accesorios,Calzado,462.75,3,32.58,312.0,936.01,555.3,380.71,40.67,Norte,Tijuana,Telefónico,VIP,Tarjeta Débito,False,23.0,3.7,8.4,4.0,10,16,4,2.7,1,3,TXN006782
2021-03-06,2021,3,1,6,6,Hogar y Jardín,Jardín,258.42,2,2.99,250.69,501.37,310.1,191.27,38.15,Noreste,Torreón,Marketplace,VIP,Tarjeta Crédito,True,30.0,3.1,3.6,5.0,7,17,9,14.4,4,5,TXN006783
2021-12-09,2021,12,4,4,9,Deportes,Fitness,118.82,3,8.69,108.5,325.49,178.23,147.26,45.24,Sur,Ciudad de México,Online,Premium,Tarjeta Crédito,False,30.0,4.0,1.0,3.0,7,14,5,19.6,1,4,TXN006784
2023-07-29,2023,7,3,6,29,Electrónicos,Smartphones,475.62,6,24.12,360.89,2165.32,1997.62,167.71,7.75,Sureste,Puebla,Online,VIP,Transferencia,True,18.0,3.6,5.6,3.4,5,18,4,17.5,2,6,TXN006785
2023-07-07,2023,7,3,5,7,Juguetes,Electrónicos,330.16,4,16.83,274.59,1098.37,594.29,504.09,45.89,Oeste,Guadalajara,Catálogo,Nuevo,Tarjeta Crédito,False,52.0,3.5,2.8,4.2,7,14,5,7.0,4,3,TXN006786
2022-07-21,2022,7,3,4,21,Ropa y Accesorios,Joyería,274.59,5,50.32,136.41,682.06,549.19,132.88,19.48,Sur,Querétaro,Tienda Física,Regular,Tarjeta Débito,False,48.0,2.9,2.4,,12,22,2,3.2,3,3,TXN006787
2023-02-16,2023,2,1,4,16,Juguetes,Electrónicos,831.21,7,39.07,506.47,3545.27,2618.32,926.95,26.15,Noroeste,Tijuana,Online,Regular,PayPal,True,44.0,5.0,3.0,3.4,7,14,3,20.9,1,4,TXN006788
2021-11-01,2021,11,4,1,1,Electrónicos,Auriculares,452.61,4,52.97,212.84,851.36,1267.3,-415.95,-48.86,Sureste,Juárez,Online,Regular,Tarjeta Crédito,True,70.0,4.6,3.2,3.0,8,24,4,11.7,1,5,TXN006789
2020-03-18,2020,3,1,3,18,Deportes,Fútbol,969.15,2,40.8,573.75,1147.5,969.15,178.35,15.54,Noroeste,Tijuana,Catálogo,VIP,Tarjeta Débito,False,42.0,3.2,5.1,4.0,4,17,2,28.1,3,7,TXN006790
2022-07-11,2022,7,3,1,11,Salud y Belleza,Maquillaje,78.56,4,58.49,32.61,130.43,94.27,36.16,27.73,Oeste,Torreón,Marketplace,VIP,Tarjeta Crédito,True,18.0,4.6,3.4,4.9,7,11,3,23.2,0,6,TXN006791
2023-02-01,2023,2,1,3,1,Salud y Belleza,Cuidado Personal,49.13,3,9.36,44.53,133.6,44.22,89.38,66.9,Oeste,Juárez,Telefónico,Premium,Transferencia,False,35.0,2.8,4.5,3.8,8,11,4,6.1,2,2,TXN006792
2023-05-16,2023,5,2,2,16,Deportes,Outdoor,256.32,6,8.83,233.67,1402.04,768.95,633.09,45.15,Sur,Monterrey,Telefónico,VIP,Efectivo,False,57.0,3.6,2.2,3.4,3,16,6,1.3,1,5,TXN006793
2020-12-10,2020,12,4,4,10,Deportes,Fitness,198.62,4,14.3,170.22,680.88,397.24,283.64,41.66,Noreste,Juárez,Catálogo,VIP,Transferencia,False,26.0,3.4,5.8,4.0,11,14,4,43.0,0,6,TXN006794
2020-09-20,2020,9,3,7,20,Libros y Medios,Música,91.47,3,17.97,75.04,225.11,164.65,60.47,26.86,Sur,León,Catálogo,Premium,Tarjeta Débito,False,65.0,3.0,14.8,4.1,9,14,7,10.4,6,7,TXN006795
2021-11-27,2021,11,4,6,27,Libros y Medios,Música,170.02,4,25.9,125.98,503.94,408.04,95.89,19.03,Este,Querétaro,Catálogo,Nuevo,Tarjeta Crédito,False,44.0,3.5,2.3,4.5,8,21,3,1.0,2,4,TXN006796
2022-03-25,2022,3,1,5,25,Salud y Belleza,Cuidado Personal,140.47,2,5.66,132.53,265.05,84.28,180.77,68.2,Sureste,Torreón,Marketplace,Nuevo,PayPal,False,18.0,4.6,3.8,,8,11,4,8.4,2,3,TXN006797
2022-10-04,2022,10,4,2,4,Electrónicos,Smartphones,992.71,5,33.17,663.47,3317.36,3474.49,-157.13,-4.74,Este,Puebla,Marketplace,Regular,PayPal,True,25.0,2.9,6.1,4.6,9,14,4,0.7,3,4,TXN006798
2023-11-28,2023,11,4,2,28,Hogar y Jardín,Jardín,566.81,6,13.75,488.86,2933.13,2040.51,892.62,30.43,Noroeste,San Luis Potosí,Telefónico,Premium,Tarjeta Crédito,True,50.0,4.3,14.3,4.7,11,11,6,12.1,0,5,TXN006799
2023-06-13,2023,6,2,2,13,Salud y Belleza,Cuidado Personal,259.79,5,40.94,153.43,767.16,389.69,377.47,49.2,Norte,Querétaro,Telefónico,VIP,Transferencia,False,36.0,4.9,,2.8,8,10,5,10.7,3,3,TXN006800
2022-10-01,2022,10,4,6,1,Ropa y Accesorios,Calzado,1928.3,5,14.89,1641.19,8205.94,3856.6,4349.34,53.0,Sureste,Puebla,Catálogo,Estudiante,PayPal,False,50.0,4.2,6.6,3.1,8,20,5,21.6,1,1,TXN006801
2023-08-07,2023,8,3,1,7,Libros y Medios,Textbooks,128.0,4,26.36,94.26,377.06,307.2,69.85,18.53,Noroeste,Querétaro,Marketplace,Estudiante,Transferencia,True,18.0,4.8,7.8,4.3,9,15,3,5.7,4,4,TXN006802
2020-11-13,2020,11,4,5,13,Salud y Belleza,Perfumes,52.26,5,24.73,39.34,196.68,78.39,118.29,60.15,Este,Querétaro,Tienda Física,Estudiante,Tarjeta Crédito,False,84.0,4.2,,3.6,7,13,4,10.7,1,7,TXN006803
2022-08-31,2022,8,3,3,31,Ropa y Accesorios,Mujer,1604.18,4,35.25,1038.64,4154.56,2566.68,1587.87,38.22,Centro,Ciudad de México,Marketplace,Estudiante,PayPal,False,40.0,4.8,2.9,5.2,8,19,2,1.4,1,1,TXN006804
2023-01-13,2023,1,1,5,13,Ropa y Accesorios,Joyería,516.72,4,28.88,367.49,1469.96,826.75,643.21,43.76,Sureste,Torreón,Telefónico,Premium,Tarjeta Crédito,False,54.0,3.3,13.7,5.9,8,17,5,8.1,1,5,TXN006805
2023-10-16,2023,10,4,1,16,Salud y Belleza,Suplementos,123.47,2,17.11,102.34,204.69,74.08,130.6,63.81,Sur,Tijuana,Catálogo,Regular,Efectivo,False,31.0,3.1,7.1,3.9,8,17,4,7.2,1,7,TXN006806
2021-02-19,2021,2,1,5,19,Deportes,Outdoor,654.23,3,26.67,479.78,1439.33,981.35,457.98,31.82,Oeste,San Luis Potosí,Catálogo,Nuevo,Tarjeta Débito,False,19.0,3.3,3.7,4.0,8,17,7,19.7,2,6,TXN006807
2020-10-31,2020,10,4,6,31,Salud y Belleza,Perfumes,142.02,2,6.9,132.21,264.43,85.21,179.22,67.77,Sureste,Querétaro,Tienda Física,Estudiante,Tarjeta Débito,False,74.0,3.7,8.4,4.3,8,14,2,5.4,4,5,TXN006808
2021-12-22,2021,12,4,3,22,Automóviles,Herramientas,345.46,1,14.39,295.74,295.74,224.55,71.19,24.07,Este,Torreón,Marketplace,Premium,PayPal,False,28.0,2.4,4.4,3.4,9,15,2,1.3,4,3,TXN006809
2021-03-06,2021,3,1,6,6,Hogar y Jardín,Limpieza,448.35,4,25.4,334.49,1337.95,1076.03,261.92,19.58,Este,Juárez,Marketplace,Nuevo,Transferencia,False,106.0,4.3,4.0,,9,13,7,41.5,4,1,TXN006810
2023-02-27,2023,2,1,1,27,Deportes,Fútbol,818.05,3,48.91,417.98,1253.94,1227.08,26.86,2.14,Sur,León,Telefónico,VIP,Tarjeta Débito,False,28.0,4.1,3.7,3.8,2,20,3,19.5,0,5,TXN006811
2022-07-13,2022,7,3,3,13,Ropa y Accesorios,Joyería,592.82,4,18.47,483.32,1933.27,948.52,984.75,50.94,Sureste,León,Telefónico,Regular,Tarjeta Débito,True,42.0,4.0,2.7,3.7,8,24,4,45.5,1,8,TXN006812
2020-03-28,2020,3,1,6,28,Ropa y Accesorios,Calzado,1271.74,6,57.08,545.81,3274.84,3052.18,222.66,6.8,Sur,León,Tienda Física,Nuevo,Transferencia,False,62.0,5.0,,4.9,6,15,1,70.1,0,4,TXN006813
2021-11-24,2021,11,4,3,24,Libros y Medios,Música,217.32,3,41.28,127.61,382.83,391.18,-8.34,-2.18,Este,Torreón,Online,Estudiante,Efectivo,False,28.0,4.6,6.8,3.9,7,17,2,13.5,1,4,TXN006814
2021-07-11,2021,7,3,7,11,Electrónicos,Laptops,2945.84,8,46.04,1589.71,12717.65,16496.68,-3779.04,-29.71,Centro,Guadalajara,Tienda Física,Premium,PayPal,True,65.0,4.0,3.0,3.8,8,11,5,23.3,2,2,TXN006815
2020-02-16,2020,2,1,7,16,Libros y Medios,Música,52.98,5,8.96,48.23,241.16,158.94,82.22,34.09,Norte,Querétaro,Online,Estudiante,PayPal,False,34.0,2.5,4.9,2.8,6,14,2,98.4,0,1,TXN006816
2020-10-18,2020,10,4,7,18,Deportes,Fútbol,416.15,4,27.32,302.47,1209.88,832.31,377.57,31.21,Sureste,Guadalajara,Marketplace,VIP,PayPal,False,60.0,3.1,4.6,4.7,9,16,3,20.2,1,6,TXN006817
2022-03-27,2022,3,1,7,27,Salud y Belleza,Cuidado Personal,117.6,3,1.93,115.33,345.99,105.84,240.15,69.41,Noroeste,Juárez,Marketplace,Regular,PayPal,False,40.0,3.1,6.3,4.6,10,16,4,4.8,0,4,TXN006818
2020-10-04,2020,10,4,7,4,Juguetes,Educativos,790.29,3,18.97,640.41,1921.22,1066.9,854.32,44.47,Norte,Puebla,Marketplace,Estudiante,Tarjeta Crédito,False,53.0,3.5,2.1,4.2,8,17,5,7.8,2,2,TXN006819
2021-04-11,2021,4,2,7,11,Juguetes,Electrónicos,480.47,4,8.21,441.04,1764.15,864.84,899.31,50.98,Noreste,León,Telefónico,Nuevo,PayPal,False,18.0,3.0,1.2,4.6,9,14,4,3.7,1,5,TXN006820
2020-07-10,2020,7,3,5,10,Deportes,Basketball,849.55,2,20.73,673.47,1346.95,849.55,497.4,36.93,Sureste,Querétaro,Marketplace,Premium,Tarjeta Débito,False,38.0,4.3,1.7,,6,17,2,17.7,2,3,TXN006821
2020-01-11,2020,1,1,6,11,Ropa y Accesorios,Mujer,490.92,3,34.22,322.94,968.83,589.11,379.72,39.19,Noreste,Juárez,Online,VIP,Efectivo,False,,4.3,5.1,4.0,6,19,6,20.2,5,2,TXN006822
2020-05-23,2020,5,2,6,23,Libros y Medios,No Ficción,222.39,5,33.72,147.41,737.05,667.18,69.87,9.48,Sur,Guadalajara,Tienda Física,Premium,Efectivo,True,25.0,3.2,8.4,4.6,4,11,2,14.7,1,2,TXN006823
2022-09-04,2022,9,3,7,4,Juguetes,Muñecas,210.44,4,7.93,193.76,775.05,378.8,396.25,51.13,Sur,Juárez,Marketplace,Regular,PayPal,False,52.0,3.3,1.5,4.9,8,8,6,2.5,0,5,TXN006824
2023-11-29,2023,11,4,3,29,Hogar y Jardín,Muebles,228.05,9,5.98,214.41,1929.66,1231.46,698.2,36.18,Noroeste,León,Tienda Física,VIP,Efectivo,False,128.0,1.8,5.1,4.1,5,16,1,2.0,1,4,TXN006825
2023-02-01,2023,2,1,3,1,Libros y Medios,Ficción,260.82,7,11.63,230.48,1613.34,1095.44,517.9,32.1,Noreste,Puebla,Tienda Física,Nuevo,Tarjeta Crédito,False,28.0,5.0,3.4,4.2,8,17,2,12.4,1,4,TXN006826
2023-02-19,2023,2,1,7,19,Deportes,Natación,202.89,5,18.08,166.21,831.03,507.23,323.81,38.96,Centro,Juárez,Tienda Física,Estudiante,Tarjeta Débito,True,18.0,4.4,6.7,5.6,15,9,4,14.5,1,8,TXN006827
2021-09-08,2021,9,3,3,8,Salud y Belleza,Perfumes,463.71,4,37.37,290.43,1161.71,556.45,605.26,52.1,Sur,Tijuana,Online,VIP,Efectivo,False,52.0,3.8,7.1,3.4,8,19,5,31.3,0,6,TXN006828
2023-04-20,2023,4,2,4,20,Salud y Belleza,Skincare,153.8,4,12.15,135.11,540.46,184.56,355.9,65.85,Este,León,Tienda Física,Regular,Transferencia,True,49.0,2.7,2.2,4.1,8,15,4,0.9,1,4,TXN006829
2022-04-02,2022,4,2,6,2,Juguetes,Acción,425.34,6,17.47,351.03,2106.18,1148.42,957.76,45.47,Sur,Querétaro,Catálogo,Nuevo,Efectivo,False,64.0,2.8,4.1,3.7,5,16,4,69.9,1,4,TXN006830
2021-12-20,2021,12,4,1,20,Automóviles,Accesorios,655.25,5,36.21,417.98,2089.88,2129.56,-39.68,-1.9,Noroeste,Querétaro,Catálogo,Nuevo,Tarjeta Débito,False,60.0,3.6,5.0,3.7,6,16,5,35.3,1,3,TXN006831
2021-08-18,2021,8,3,3,18,Salud y Belleza,Suplementos,707.51,3,20.65,561.39,1684.16,636.76,1047.41,62.19,Noroeste,Monterrey,Tienda Física,Regular,Tarjeta Crédito,False,51.0,3.4,6.5,3.9,10,15,5,10.2,1,3,TXN006832
